FIPS,cntyName.ihme2,obsty_male_2011,obsty_female_2011,phys_act_male_2011,phys_act_female_2011
47103,"Lincoln, TN",39.78,40.48,49.07,39.85
47105,"Loudon, TN",35.97,37.06,49.95,43.87
47107,"McMinn, TN",37.48,40.4,44.49,41.99
47109,"McNairy, TN",37.28,43.65,41.72,38.36
47111,"Macon, TN",40.09,42.28,46,38.56
47113,"Madison, TN",34.98,45.98,41.81,35.67
47115,"Marion, TN",40.05,39.74,42.23,38.26
47117,"Marshall, TN",40.84,41.13,45.8,35.9
47119,"Maury, TN",39.25,40.22,49.6,37.51
47121,"Meigs, TN",40.07,41.63,39.91,36.87
47123,"Monroe, TN",37.52,43.79,41.92,42.95
47125,"Montgomery, TN",36.32,39.26,51.38,43.19
47127,"Moore, TN",40.53,41.01,49.07,41.85
47129,"Morgan, TN",39.74,39.92,47.18,41.87
47131,"Obion, TN",39.55,42.75,46.46,38.26
47133,"Overton, TN",41.38,41.77,42.82,39.38
47135,"Perry, TN",40.65,40.65,47.41,41.07
47137,"Pickett, TN",40.02,41.61,47,42.28
47139,"Polk, TN",36.61,39.1,44.96,42.98
47141,"Putnam, TN",38.45,36.55,47.34,42.1
47143,"Rhea, TN",40.04,41.91,43.94,36.43
47145,"Roane, TN",38.02,39.78,45.8,41.63
47147,"Robertson, TN",38.55,38.72,46.94,39.38
47149,"Rutherford, TN",35.5,39.1,52.9,43.07
47151,"Scott, TN",39.4,42.36,44.46,39.19
47153,"Sequatchie, TN",40.75,40.58,42.09,41.68
47155,"Sevier, TN",35.62,35.84,46.7,39.31
47157,"Shelby, TN",35.13,44.59,41.89,38.82
47159,"Smith, TN",40.11,39.75,47.26,38.73
47161,"Stewart, TN",38.24,37.5,51.13,44.73
47163,"Sullivan, TN",36.73,38.31,41.68,36.59
47165,"Sumner, TN",35.99,35.63,48.5,45.29
47167,"Tipton, TN",37.8,41.63,44.95,38.62
47169,"Trousdale, TN",39.58,41.67,45.78,39.11
47171,"Unicoi, TN",37.39,41.96,44.73,36.85
47173,"Union, TN",41.21,42.09,39.93,34.89
47175,"Van Buren, TN",40.59,40.18,44.08,40.28
47177,"Warren, TN",39.82,40.65,42.08,38.17
47179,"Washington, TN",31.84,37.18,46.84,37
47181,"Wayne, TN",38.42,40.12,45.36,38.63
47183,"Weakley, TN",37.31,42.54,44.45,37.31
47185,"White, TN",39.54,37.93,41.45,36.06
47187,"Williamson, TN",30.64,28.92,54.24,49.74
47189,"Wilson, TN",35.68,38.28,50.09,42.29
48001,"Anderson, TX",38.22,38.12,52.13,46.87
48003,"Andrews, TX",39.61,41.62,50.45,44.71
48005,"Angelina, TX",37.69,42.16,50.95,44.37
48007,"Aransas, TX",37.09,39.82,55.53,52.69
48009,"Archer, TX",37.58,37.05,54.02,52.95
48011,"Armstrong, TX",35.85,35.31,58.6,53.29
48013,"Atascosa, TX",35.79,41.89,53.4,47.49
48015,"Austin, TX",37.71,39.03,51.21,50.6
48017,"Bailey, TX",37.79,41.57,49.39,45.78
48019,"Bandera, TX",38.45,36.55,56.32,52.39
48021,"Bastrop, TX",36.47,38.37,56.41,50.55
48023,"Baylor, TX",35.24,37.37,54.68,53.64
48025,"Bee, TX",39.06,43.45,50.87,47.95
48027,"Bell, TX",33.61,37.67,56.09,49.98
48029,"Bexar, TX",37.44,41.11,55.92,50.66
48031,"Blanco, TX",33.78,32.68,59.51,55.96
48033,"Borden, TX",36.49,37.08,56.56,52.86
48035,"Bosque, TX",37.53,38.72,51.94,50.6
48037,"Bowie, TX",38.74,38.28,51.33,43.83
48039,"Brazoria, TX",33.91,35.92,58.61,53.42
48041,"Brazos, TX",34.95,36.84,58.37,50.82
48043,"Brewster, TX",34.82,36.69,56.04,54.25
48045,"Briscoe, TX",37.09,38.77,52.8,51.2
48047,"Brooks, TX",42.29,50.91,42.38,38.63
48049,"Brown, TX",36.89,37.37,51.41,50.1
48051,"Burleson, TX",40.03,41.01,47.35,46.08
48053,"Burnet, TX",34.72,34.52,56.01,52.5
48055,"Caldwell, TX",36.92,43.12,53.17,50.41
48057,"Calhoun, TX",37.31,39.86,52.25,51.21
48059,"Callahan, TX",38.2,35.74,53.21,51.89
48061,"Cameron, TX",41.91,46.69,52.12,45.23
48063,"Camp, TX",40.1,43.38,46.1,44.33
48065,"Carson, TX",37.51,35.43,55.26,49.83
48067,"Cass, TX",39.97,41.39,49.46,42.21
48069,"Castro, TX",38.28,41.93,47.52,44.11
48071,"Chambers, TX",36.79,38.07,59.85,51.17
48073,"Cherokee, TX",37.94,43.14,47.64,41.12
48075,"Childress, TX",35.78,39.48,57.32,51.64
48077,"Clay, TX",37.6,36.03,55.94,54.1
48079,"Cochran, TX",38.82,43.76,48.4,44.5
48081,"Coke, TX",35.75,37.55,55.38,52.98
48083,"Coleman, TX",38.78,39.12,49.05,47.39
48085,"Collin, TX",29.51,29.69,59.91,57.3
48087,"Collingsworth, TX",38.68,41.21,48.45,46.14
48089,"Colorado, TX",35.72,41.95,52.27,48.59
48091,"Comal, TX",35.08,33.71,63.24,54.39
48093,"Comanche, TX",38.38,39.25,49.61,50.88
48095,"Concho, TX",33.54,40.75,56.82,49.93
48097,"Cooke, TX",38.93,38.82,51.79,48.48
48099,"Coryell, TX",35.17,38.51,58.32,53.97
48101,"Cottle, TX",39.31,43.58,48.12,46.44
48103,"Crane, TX",39.96,41.31,49.34,43.48
48105,"Crockett, TX",41.97,44.62,41.46,39.36
48107,"Crosby, TX",37.89,43.51,49.62,45.96
48109,"Culberson, TX",37.21,46,44.42,42.38
48111,"Dallam, TX",38.1,39.35,49.56,48.79
48113,"Dallas, TX",35.16,39.41,49.64,46.74
48115,"Dawson, TX",40.26,45.08,46.69,42.03
48117,"Deaf Smith, TX",38.11,43.83,49.1,44.29
48119,"Delta, TX",37.33,40.64,50.84,48.77
48121,"Denton, TX",36.21,35.48,61.31,53.87
48123,"DeWitt, TX",38.94,39.78,47.65,46.1
48125,"Dickens, TX",38.74,42.94,49.44,46.96
48127,"Dimmit, TX",43.24,48.15,43.87,40.67
48129,"Donley, TX",37.61,38.79,53.01,50.55
48131,"Duval, TX",39.06,43.79,49.69,45.12
48133,"Eastland, TX",40.71,39.01,49.48,46.83
48135,"Ector, TX",38.87,43.38,46.24,43.51
48137,"Edwards, TX",37.25,43.34,48.15,47.46
48139,"Ellis, TX",37.23,38.69,52.76,52.17
48141,"El Paso, TX",35.93,40.41,56.78,45.61
48143,"Erath, TX",37.03,37.52,53.11,51.13
48145,"Falls, TX",37.96,45.66,48.39,40.49
48147,"Fannin, TX",36.65,38.56,52.04,45.88
48149,"Fayette, TX",36.22,39.78,51.43,47.23
48151,"Fisher, TX",35.96,36.99,53.99,50.33
48153,"Floyd, TX",38.38,41.92,49.97,45.83
48155,"Foard, TX",39.14,42.55,47.42,46.52
48157,"Fort Bend, TX",32.63,32,56.78,52.53
48159,"Franklin, TX",38.63,39.19,51.59,49.78
48161,"Freestone, TX",38.67,40.54,51.6,44.85
48163,"Frio, TX",37.22,47.29,49.42,42.76
48165,"Gaines, TX",42.27,46.66,42.08,37.6
48167,"Galveston, TX",33.33,37.33,61.71,49.29
48169,"Garza, TX",40.26,47.25,43.83,37.46
48171,"Gillespie, TX",33.27,32.99,54.09,55.41
48173,"Glasscock, TX",36.83,36.42,54.78,52.35
48175,"Goliad, TX",35.98,36.11,56.78,54.43
48177,"Gonzales, TX",38.81,45.48,45.47,43.5
48179,"Gray, TX",39.05,39.03,50.06,44.69
48181,"Grayson, TX",34.86,35.69,57.07,48.33
48183,"Gregg, TX",39.67,40.97,53.36,46.36
48185,"Grimes, TX",41.33,43.12,50.2,47.39
48187,"Guadalupe, TX",37.48,41.27,58.07,54.4
48189,"Hale, TX",38.72,41.7,45.82,42.45
48191,"Hall, TX",38.87,43.25,48.5,46.23
48193,"Hamilton, TX",36.32,36.47,52.4,52.87
48195,"Hansford, TX",39.59,38.72,50.62,45.28
48197,"Hardeman, TX",34.82,38.84,51.67,50.39
48199,"Hardin, TX",37.83,41.89,54.26,45.35
48201,"Harris, TX",35.04,38.62,53.01,51.56
48203,"Harrison, TX",42.54,42.91,52.76,46.7
48205,"Hartley, TX",39.17,39.38,51.37,47.44
48207,"Haskell, TX",37.29,41.2,50.82,47.66
48209,"Hays, TX",35.08,36.36,61.6,57.84
48211,"Hemphill, TX",37.66,38.06,54.49,50.82
48213,"Henderson, TX",37.66,39.64,51.44,43.54
48215,"Hidalgo, TX",44.15,49.42,48.41,43.3
48217,"Hill, TX",37.97,41.7,50.57,46.58
48219,"Hockley, TX",38.33,40.19,51.14,45.53
48221,"Hood, TX",36.91,35.9,56.11,53.21
48223,"Hopkins, TX",41.23,42.2,49.18,46.11
48225,"Houston, TX",39.1,41.62,47.41,44.87
48227,"Howard, TX",38.75,42.23,45.24,43.57
48229,"Hudspeth, TX",39.09,49.13,41.88,36.53
48231,"Hunt, TX",38.39,41.26,53.04,45.63
48233,"Hutchinson, TX",41.07,37.55,50.32,46.46
48235,"Irion, TX",37.47,38.28,51.34,51.37
48237,"Jack, TX",39.23,39.27,50.31,50.94
48239,"Jackson, TX",38.36,42.2,50.57,47.93
48241,"Jasper, TX",37.1,42.18,51.08,43.92
48243,"Jeff Davis, TX",33.98,37.04,58.62,55.37
48245,"Jefferson, TX",37.03,43,58.12,46.66
48247,"Jim Hogg, TX",41.55,46.74,49.59,44.44
48249,"Jim Wells, TX",38.59,45.22,50.15,45.07
48251,"Johnson, TX",39.52,37.73,52.38,51.75
48253,"Jones, TX",40.63,44.36,42.69,40.13
48255,"Karnes, TX",38.54,43.43,46.3,44.31
48257,"Kaufman, TX",38.62,40.02,55.8,46.84
48259,"Kendall, TX",31.49,29.36,59.59,56.57
48261,"Kenedy, TX",38.04,42.61,54.65,49.81
48263,"Kent, TX",35.31,35.7,58.87,55.55
48265,"Kerr, TX",32.72,34.43,54.29,54.2
48267,"Kimble, TX",37.6,40.26,49.04,49.17
48269,"King, TX",36.77,37.76,55.6,52.77
48271,"Kinney, TX",39.62,45.38,51.86,46.84
48273,"Kleberg, TX",36.06,42.77,54.47,50.15
48275,"Knox, TX",37.1,42.27,48.92,46.74
48277,"Lamar, TX",36.04,37.07,49.19,46.92
48279,"Lamb, TX",37.87,42,49.91,46.75
48281,"Lampasas, TX",35.83,37.01,54.09,53.53
48283,"La Salle, TX",43,51.23,41.16,35.16
48285,"Lavaca, TX",37.68,40.09,48.4,46.88
48287,"Lee, TX",38.57,39.54,51.75,48.51
48289,"Leon, TX",39.47,38.25,47.95,46.18
48291,"Liberty, TX",39.35,43.98,51.17,43.93
48293,"Limestone, TX",38.52,42.49,49.94,42.47
48295,"Lipscomb, TX",36,37.16,52.11,51.55
48297,"Live Oak, TX",37.16,40.75,52.54,48.16
48299,"Llano, TX",36.57,33.61,54.74,54.05
48301,"Loving, TX",36.41,37.82,62.13,53.8
48303,"Lubbock, TX",34.63,37.34,53.96,47.16
48305,"Lynn, TX",37.63,41.47,52.3,46.72
48307,"McCulloch, TX",37.97,39.26,51.84,48.72
48309,"McLennan, TX",35.44,41.48,53.76,46.4
48311,"McMullen, TX",38.85,39.21,53.63,46.78
48313,"Madison, TX",40.64,42.81,49.47,44.38
48315,"Marion, TX",42.07,45.31,46.97,43.98
48317,"Martin, TX",38.25,40.95,48.04,46.33
48319,"Mason, TX",36.77,36.1,51.62,51.36
48321,"Matagorda, TX",37.72,40.92,51.79,48.63
48323,"Maverick, TX",42.88,48.42,42.55,39.58
48325,"Medina, TX",37,41.38,55.16,48.94
48327,"Menard, TX",36.82,39.48,52.76,52.89
48329,"Midland, TX",37.39,35.25,52.3,47.17
48331,"Milam, TX",38.21,41.69,52.34,48.24
48333,"Mills, TX",36.56,37.86,49.96,49.87
48335,"Mitchell, TX",37.87,41.75,51.78,46.64
48337,"Montague, TX",38.49,38.19,50.97,49.9
48339,"Montgomery, TX",36.58,35.21,58.32,52.71
48341,"Moore, TX",39.09,41.12,50.7,45.33
48343,"Morris, TX",39.04,41.84,48.26,45.41
48345,"Motley, TX",35.44,36.56,54.58,52.47
48347,"Nacogdoches, TX",37.67,41.56,52.67,45.87
48349,"Navarro, TX",37.48,43.82,48.15,42.07
48351,"Newton, TX",41.03,44.11,48.42,41.78
48353,"Nolan, TX",37.81,40.08,48.93,46.52
48355,"Nueces, TX",35.71,40.42,55.72,49.58
48357,"Ochiltree, TX",39.46,40.34,47.44,44.03
48359,"Oldham, TX",37.93,39.05,52.65,48.54
48361,"Orange, TX",38.01,42.63,53.38,42.8
48363,"Palo Pinto, TX",38.71,40.12,47.55,47.92
48365,"Panola, TX",40.96,42.6,49.17,45.24
48367,"Parker, TX",37.85,35.82,54.04,53.83
48369,"Parmer, TX",39.05,43.76,46.16,42.79
48371,"Pecos, TX",40.02,40.41,44.29,44.14
48373,"Polk, TX",39.5,44.15,48.39,43.3
48375,"Potter, TX",35.69,41.97,48.04,44.39
48377,"Presidio, TX",38.28,46.6,41.9,42.4
48379,"Rains, TX",40.49,40.94,50.55,47.38
48381,"Randall, TX",32.39,31.18,60.48,53.49
48383,"Reagan, TX",41.22,42.35,44.67,42.49
48385,"Real, TX",38.35,40.64,46.64,45.93
48387,"Red River, TX",41.31,44,40.9,39.73
48389,"Reeves, TX",41.35,48.49,41.39,38.26
48391,"Refugio, TX",38.64,41.71,52.21,48.5
48393,"Roberts, TX",36.09,33.39,59.25,56.29
48395,"Robertson, TX",40.23,43.22,48.54,42.5
48397,"Rockwall, TX",33.7,32.83,58.31,51.94
48399,"Runnels, TX",38.39,40.74,49.09,47.37
48401,"Rusk, TX",40.04,44.08,50.12,44.83
48403,"Sabine, TX",39.81,41.83,50.56,44.99
48405,"San Augustine, TX",41.05,46.19,44.67,39.59
48407,"San Jacinto, TX",40.46,42.67,46.68,45.65
48409,"San Patricio, TX",38.99,43.02,52.38,49.03
48411,"San Saba, TX",35.5,36.54,56.25,52.43
48413,"Schleicher, TX",35.86,38.82,53.4,53.17
48415,"Scurry, TX",38.23,39.28,47.79,42.38
48417,"Shackelford, TX",38.12,36.87,54.2,52.13
48419,"Shelby, TX",41.13,44.88,47.81,45
48421,"Sherman, TX",39.44,39.22,50.12,46.39
48423,"Smith, TX",34.8,37,52.28,49.91
48425,"Somervell, TX",35.51,34.31,56.64,56.63
48427,"Starr, TX",46.21,55.67,36.82,35.9
48429,"Stephens, TX",39.06,38.81,50.07,48.4
48431,"Sterling, TX",39.53,40.89,45.84,45.72
48433,"Stonewall, TX",36.76,37.83,54.33,53.49
48435,"Sutton, TX",37.99,41.18,49.23,47.63
48437,"Swisher, TX",37.82,40.82,49.91,45.39
48439,"Tarrant, TX",35.69,37.46,55.26,48.47
48441,"Taylor, TX",35.7,35.7,54.3,49.38
48443,"Terrell, TX",36.59,38.5,56.25,53.93
48445,"Terry, TX",39.72,44.31,46.13,40.62
48447,"Throckmorton, TX",38.98,39.45,49.31,48.94
48449,"Titus, TX",37.6,40.76,46.53,45.74
48451,"Tom Green, TX",35.26,38.11,51.6,52.35
48453,"Travis, TX",29.31,33.54,62.21,56.62
48455,"Trinity, TX",40.59,42.5,46.34,46.27
48457,"Tyler, TX",38.01,43.36,50.16,43.09
48459,"Upshur, TX",40.68,40.15,51.29,49.24
48461,"Upton, TX",38.45,40.32,49.56,47.41
48463,"Uvalde, TX",37.83,43.05,49.61,45.87
48465,"Val Verde, TX",39.32,46.24,46.49,45.7
48467,"Van Zandt, TX",39.43,41.19,48.16,45.4
48469,"Victoria, TX",36.47,37.53,53.46,51.85
48471,"Walker, TX",39.69,41.37,51.2,48.92
48473,"Waller, TX",40.24,42.64,52.73,45.68
48475,"Ward, TX",40.32,43.43,48.53,42.49
48477,"Washington, TX",38.02,39.04,53.66,49.46
48479,"Webb, TX",44.34,45.71,47.12,38.69
48481,"Wharton, TX",38.8,43.4,47.64,46.12
48483,"Wheeler, TX",36.09,36.26,52.82,51.73
48485,"Wichita, TX",35.94,37.89,57.22,50.87
48487,"Wilbarger, TX",37.73,41.46,48.5,46.76
48489,"Willacy, TX",43.82,50.75,43.42,42.42
48491,"Williamson, TX",33.55,32.89,62.22,57.79
48493,"Wilson, TX",36.78,39.98,57.75,52.19
48495,"Winkler, TX",41.51,44.76,46.49,39.98
48497,"Wise, TX",39.14,38.73,52.01,52.37
48499,"Wood, TX",40.18,39.12,50.64,47.7
48501,"Yoakum, TX",39.77,42.26,49.41,43.48
48503,"Young, TX",38.05,38.15,48.69,49.04
48505,"Zapata, TX",45.19,51.34,43.68,40.07
48507,"Zavala, TX",39.83,49.13,45.34,41.53
49001,"Beaver, UT",32.9,33.41,60.5,56.23
49003,"Box Elder, UT",37.07,36.91,59.71,54.11
49005,"Cache, UT",32.37,34.09,66.63,58.82
49007,"Carbon, UT",34.55,34.66,54.88,53.02
49009,"Daggett, UT",34.26,33.9,53.14,55.62
49011,"Davis, UT",33.43,31.64,60.26,58.58
49013,"Duchesne, UT",33.72,34.19,58.81,56.69
49015,"Emery, UT",36.84,35.37,56.59,57.92
49017,"Garfield, UT",33.93,33.82,60.33,57.66
49019,"Grand, UT",32.19,29.73,55.61,57.57
49021,"Iron, UT",33.25,34.23,60.77,56.05
49023,"Juab, UT",36.62,35.77,59.05,56.31
49025,"Kane, UT",32.15,30.91,60.98,58.84
49027,"Millard, UT",33.19,34.19,55.63,54.65
49029,"Morgan, UT",28.69,27.57,68.7,64.87
49031,"Piute, UT",36.35,37.29,56.89,55.5
49033,"Rich, UT",31.25,30.3,65.67,63.29
49035,"Salt Lake, UT",30.88,32.53,59.32,57.45
49037,"San Juan, UT",34.13,42.81,54.13,51.44
49039,"Sanpete, UT",34.2,34.64,53.73,57.62
49041,"Sevier, UT",34.61,35.01,55.43,54.34
49043,"Summit, UT",22.42,20.04,73.21,69.64
49045,"Tooele, UT",38.41,37.34,58.46,51.71
49047,"Uintah, UT",37.11,35.87,53.44,52.73
49049,"Utah, UT",34.46,31.33,60.68,58.61
49051,"Wasatch, UT",31.02,27.51,71.66,63.02
49053,"Washington, UT",33.02,31,60.83,57.32
49055,"Wayne, UT",31.98,30.79,59.99,59.37
49057,"Weber, UT",33.5,35.53,60.89,56.81
50001,"Addison, VT",27.86,29.35,64.38,66.88
50003,"Bennington, VT",29.21,30.4,59.18,61.25
50005,"Caledonia, VT",30.09,35.53,61.31,59.17
50007,"Chittenden, VT",26.46,26.42,68.41,65.47
50009,"Essex, VT",34.9,39.12,56.75,57.2
50011,"Franklin, VT",35.38,36.83,53.81,53.81
50013,"Grand Isle, VT",33.6,31.59,64.67,60.15
50015,"Lamoille, VT",30.33,31.86,63.99,64.66
50017,"Orange, VT",31.46,34.19,64.56,63.34
50019,"Orleans, VT",34.62,35.76,58.29,59.27
50021,"Rutland, VT",31.71,33.41,61.71,57.83
50023,"Washington, VT",27.15,28.48,64.91,64.5
50025,"Windham, VT",28.97,29.32,65.95,63.43
50027,"Windsor, VT",30.2,29.66,65.09,67.77
51001,"Accomack, VA",40.97,45.34,50.31,44.42
51003,"Albemarle, VA",29.62,29.22,63.59,61.89
51005,Alleghany,37.33,36.73,51.31,50.97
51007,"Amelia, VA",41.77,42.93,51.88,48.97
51009,"Amherst, VA",37.52,40.92,50.63,47.36
51011,"Appomattox, VA",39.18,41.08,51.39,49.67
51013,"Arlington, VA",26.07,24.3,65.31,62.31
51015,"Augusta, VA",34.62,38.37,54.75,54.73
51017,"Bath, VA",36.61,37.75,51.35,49.77
51019,"Bedford, VA",34.14,33.89,53.42,50.29
51021,"Bland, VA",37.61,35.51,49.43,49.07
51023,"Botetourt, VA",34.98,32.65,56.55,55.05
51025,"Brunswick, VA",43.16,51.51,41.06,36.87
51027,"Buchanan, VA",44.04,42.53,41.68,37.8
51029,"Buckingham, VA",42.82,46.61,45.77,41.01
51031,"Campbell, VA",37.59,39.91,52.27,49.27
51033,"Caroline, VA",39.44,42.17,52.04,47.94
51035,"Carroll, VA",38.31,42.04,48.22,48.47
51036,"Charles City, VA",42.68,49.85,46.67,42.52
51037,"Charlotte, VA",42.25,45.12,46.62,44.29
51041,"Chesterfield, VA",34.4,34.16,59.92,57.09
51043,"Clarke, VA",38.05,34.52,55.3,53
51045,"Craig, VA",35.02,33.7,56.58,55.55
51047,"Culpeper, VA",39.01,36.91,57.25,50.32
51049,"Cumberland, VA",39.08,42.64,48.74,44.27
51051,"Dickenson, VA",44.27,41.69,37.95,39.69
51053,"Dinwiddie, VA",41.12,45.66,47.1,47.12
51057,"Essex, VA",38.77,42.85,48.04,45.2
51059,"Fairfax, VA",25.71,26.48,65.36,60.27
51061,"Fauquier, VA",37.12,31.68,60.04,56.7
51063,"Floyd, VA",35.31,38.04,52.9,50.42
51065,"Fluvanna, VA",38.67,36.35,56.25,52.46
51067,"Franklin, VA",34.63,37.04,55.72,47.33
51069,"Frederick, VA",37.39,36.55,52.75,50.98
51071,"Giles, VA",38.93,36.66,51.53,47.2
51073,"Gloucester, VA",34.9,36.49,56.47,54.8
51075,"Goochland, VA",33.89,33.39,53.1,52.96
51077,"Grayson, VA",38.4,41.07,40.65,43.38
51079,"Greene, VA",38.21,38.37,51.53,53.96
51081,"Greensville, VA",41.25,51.19,44.16,41.1
51083,"Halifax County with South Boston City, VA",41.25,44.83,46.1,45.25
51085,"Hanover, VA",34.03,33.65,59.03,56.45
51087,"Henrico, VA",30.62,35.87,59.48,56.21
51089,"Henry, VA",37.35,43.72,47.77,41.45
51091,"Highland, VA",38.96,40.5,47.65,46.46
51093,"Isle of Wight, VA",38.31,40.56,57.95,48.51
51095,"James City, VA",32.66,32.84,62.44,59.02
51097,"King and Queen, VA",39.78,44.73,49.69,46.21
51099,"King George, VA",36.92,35.42,57.49,55.17
51101,"King William, VA",36.31,38.69,56.69,51.42
51103,"Lancaster, VA",36.06,42.72,51.25,54.41
51105,"Lee, VA",39.71,42.18,44.42,41.85
51107,"Loudoun, VA",28.9,28.23,60.25,59.04
51109,"Louisa, VA",39.3,37.97,52.32,50.76
51111,"Lunenburg, VA",43.5,46.43,44.34,41.11
51113,"Madison, VA",38.21,38.81,51.4,50.79
51115,"Mathews, VA",37.21,38.08,53.61,54.17
51117,"Mecklenburg, VA",42.35,44.19,51.97,45.96
51119,"Middlesex, VA",35.82,37.82,53.7,51.22
51121,"Montgomery, VA",30.35,36.09,61.72,55.08
51125,"Nelson, VA",35.27,37.56,53.66,52.29
51127,"New Kent, VA",36.49,38.86,56.34,53.66
51131,"Northampton, VA",39.47,43.6,46.43,42.67
51133,"Northumberland, VA",36.61,40.53,51.75,54.54
51135,"Nottoway, VA",41.83,47.43,46.59,42.97
51137,"Orange, VA",39.07,38.28,54.77,51.27
51139,"Page, VA",39.99,43.23,47.68,44.3
51141,"Patrick, VA",36.92,41.44,48.59,46.33
51143,"Pittsylvania, VA",38.27,41.16,55.39,45.98
51145,"Powhatan, VA",39.07,36.88,51.57,51.38
51147,"Prince Edward, VA",40.25,46.06,50.12,46.72
51149,"Prince George, VA",40.28,42.81,53.59,50.5
51153,"Prince William, VA",34.15,35.56,58.81,57.47
51155,"Pulaski, VA",35.79,38.03,55.02,46.54
51157,"Rappahannock, VA",38.31,36.41,52.21,51.95
51159,"Richmond, VA",40.6,44.98,44.9,45.85
51161,"Roanoke, VA",31.63,30.54,61.43,54.45
51163,"Rockbridge, VA",36.09,37.97,52.01,50.12
51165,"Rockingham, VA",36.55,38.72,48.48,49.16
51167,"Russell, VA",43.02,40.85,42.53,41.93
51169,"Scott, VA",39.95,42.24,45.23,40
51171,"Shenandoah, VA",36.05,38.54,54.53,49.49
51173,"Smyth, VA",40.54,39.78,43.68,45.89
51175,"Southampton, VA",40.57,45.85,45.79,42.97
51177,"Spotsylvania, VA",37.59,36.12,57.18,55.91
51179,"Stafford, VA",36.63,34.99,61.96,55.9
51181,"Surry, VA",42.06,47.68,48.04,44.49
51183,"Sussex, VA",44.23,53.27,42.41,38.88
51185,"Tazewell, VA",42.33,37.9,44.13,44.09
51187,"Warren, VA",37.42,36.98,54.36,53.32
51191,"Washington, VA",36.47,36.35,45.66,47.29
51193,"Westmoreland, VA",40.96,43.49,43.34,48.2
51195,"Wise, VA",44.93,42.31,39.05,37.59
51197,"Wythe, VA",36.91,39.77,49.02,48.46
51199,"York, VA",31.16,33.85,62,58.64
51510,"Alexandria City, VA",25.67,26.9,65.95,60.9
51515,"Bedford City, VA",34.8,37.15,53.64,42.2
51520,"Bristol City, VA",41.7,42,41.22,39.23
51530,"Buena Vista City, VA",39.27,42.49,48.86,46.29
51540,"Charlottesville City, VA",23.14,27.72,56.21,63.14
51550,"Chesapeake City, VA",36.86,38.17,57.37,57.78
51570,"Colonial Heights City, VA",33.42,34.16,56.97,55.58
51580,"Covington City, VA",38.07,38.67,49.76,49.24
51590,"Danville City, VA",36,44.6,49.32,39.95
51595,"Emporia City, VA",40.8,50.81,45.15,40.94
51600,"Fairfax City, VA",22.02,22.85,57.83,58.83
51610,"Falls Church City, VA",19.55,17.62,63.42,62.57
51620,"Franklin City, VA",38.36,46.54,49.7,41.09
51630,"Fredericksburg City, VA",31.14,34.28,59.37,52.91
51640,"Galax City, VA",33.37,38.44,46.67,46.71
51650,"Hampton City, VA",36.92,48.2,53.52,48.44
51660,"Harrisonburg City, VA",32.05,38.51,52.45,49.17
51670,"Hopewell City, VA",43.92,46.85,45.85,41.79
51678,"Lexington City, VA",33.91,40.24,52.04,47.61
51680,"Lynchburg City, VA",32.64,41.08,49.47,49.23
51683,"Manassas City, VA",33.49,36.08,54.41,51.94
51685,"Manassas Park City, VA",35.43,37.57,56.87,55.3
51690,"Martinsville City, VA",30.23,39.28,51.95,46.63
51700,"Newport News City, VA",36.96,44.29,53.45,49.98
51710,"Norfolk City, VA",38.74,47.03,53.09,47.81
51720,"Norton City, VA",37.85,34.45,48.94,44.65
51730,"Petersburg City, VA",42.33,55.43,43.12,36.55
51735,"Poquoson City, VA",32.41,36.52,58.31,54.92
51740,"Portsmouth City, VA",43.69,49.39,50.14,51.48
51750,"Radford City, VA",29.68,36.3,62.04,49.5
51760,"Richmond City, VA",31.63,43.51,55.69,50.86
51770,"Roanoke City, VA",37.34,43.17,51.11,47.55
51775,"Salem City, VA",33.22,33.96,56.02,53.18
51790,"Staunton City, VA",33.01,42.26,50.43,47.01
51800,"Suffolk City, VA",38.94,42.84,54.17,49.39
51810,"Virginia Beach City, VA",32.49,36.09,52.54,56.86
51820,"Waynesboro City, VA",31.78,41.37,52.36,47.3
51830,"Williamsburg City, VA",32.17,35,61.38,59.63
51840,"Winchester City, VA",31.26,33.98,52.42,51.18
53001,"Adams, WA",44.63,45.15,41.89,44.57
53003,"Asotin, WA",36.76,37.86,58.69,54.56
53005,"Benton, WA",37.03,37.19,62.78,57.4
53007,"Chelan, WA",32.27,32.75,60.09,57.56
53009,"Clallam, WA",32.06,35.16,69.24,64.81
53011,"Clark, WA",34.34,37,60.19,59.95
53013,"Columbia, WA",39.46,40.38,62.17,56.22
53015,"Cowlitz, WA",41.44,42.09,58.26,53.07
53017,"Douglas, WA",33.72,39.91,56.78,53.07
53019,"Ferry, WA",36.98,38.73,54.5,52.8
53021,"Franklin, WA",42.48,44.46,46.03,50.41
53023,"Garfield, WA",35.05,35.74,59.13,59.1
53025,"Grant, WA",40.58,41.52,51.53,47.69
53027,"Grays Harbor, WA",39.13,42.83,58.41,55.18
53029,"Island, WA",31.12,31.95,66.68,67.45
53031,"Jefferson, WA",31.69,31.09,72.17,68.81
53033,"King, WA",28.08,29.39,64.54,64.51
53035,"Kitsap, WA",34.83,35.96,68.78,61.05
53037,"Kittitas, WA",31.9,35.23,61.44,63.76
53039,"Klickitat, WA",37.13,35.02,57.81,59.81
53041,"Lewis, WA",41.2,40.25,55.64,56.89
