FIPS,cntyName.ihme2,obsty_male_2011,obsty_female_2011,phys_act_male_2011,phys_act_female_2011
20203,"Wichita, KS",35.8,37.57,52.41,51.15
20205,"Wilson, KS",39.44,38.74,50.74,45.46
20207,"Woodson, KS",36.34,37.44,55.51,51.16
20209,"Wyandotte, KS",41.12,50.08,43.76,37.76
21001,"Adair, KY",40.73,43.4,43.27,40.72
21003,"Allen, KY",38.15,42.18,46.82,40.91
21005,"Anderson, KY",39.23,35.71,54.8,44.9
21007,"Ballard, KY",38.19,38.09,50.83,46.45
21009,"Barren, KY",34.75,39.33,51.11,42.14
21011,"Bath, KY",41.44,43.47,44.48,38.55
21013,"Bell, KY",41.31,43.55,46.27,38
21015,"Boone, KY",35.84,34.63,55.64,51.6
21017,"Bourbon, KY",38.98,41.75,52.58,44.55
21019,"Boyd, KY",38.44,40.03,48.36,43.94
21021,"Boyle, KY",36.69,34.47,52.15,49.72
21023,"Bracken, KY",40.28,40.98,46.85,42.82
21025,"Breathitt, KY",44.23,50.35,36.64,37.83
21027,"Breckinridge, KY",38.06,40.46,43.15,42.3
21029,"Bullitt, KY",40.58,39.77,47.7,42.11
21031,"Butler, KY",40.89,42.45,44.91,39.67
21033,"Caldwell, KY",39.57,40.19,53.71,45.76
21035,"Calloway, KY",35.38,34.65,57.87,48.36
21037,"Campbell, KY",36.63,36.2,54.7,52.59
21039,"Carlisle, KY",38.44,37.78,50.73,47.47
21041,"Carroll, KY",40.04,43.24,46.22,42.03
21043,"Carter, KY",42.5,40.75,45.17,37.23
21045,"Casey, KY",42.44,44.95,34.78,38.19
21047,"Christian, KY",40.07,40.99,50.88,44
21049,"Clark, KY",38.4,37.57,48.7,44.91
21051,"Clay, KY",42.99,47.92,35.78,34.92
21053,"Clinton, KY",42.12,46.73,36.07,33.69
21055,"Crittenden, KY",41.95,42.36,46.07,42.92
21057,"Cumberland, KY",40.07,43.52,42.46,40.5
21059,"Daviess, KY",37.47,34.94,55.69,49.63
21061,"Edmonson, KY",38.46,39.58,46.69,43.07
21063,"Elliott, KY",40.26,42.78,43.14,42.49
21065,"Estill, KY",39.77,43.09,44.21,38.89
21067,"Fayette, KY",30.76,34.19,53.64,51.4
21069,"Fleming, KY",41.48,41.01,45.55,42.65
21071,"Floyd, KY",44.84,46.31,40.82,36.44
21073,"Franklin, KY",37.21,40.97,52.31,49.82
21075,"Fulton, KY",41.26,46.31,46.38,40.49
21077,"Gallatin, KY",40.57,42.4,44.62,40.02
21079,"Garrard, KY",40.91,39.81,47.88,45.17
21081,"Grant, KY",39.22,40.03,53.22,46.06
21083,"Graves, KY",38.73,39.4,47.62,44.85
21085,"Grayson, KY",40.1,42.2,41.21,38.55
21087,"Green, KY",38.44,41.96,45.37,44.71
21089,"Greenup, KY",43.28,42.33,47.84,42.47
21091,"Hancock, KY",36.17,35.47,53.07,48.35
21093,"Hardin, KY",35.03,36.89,50.91,47.85
21095,"Harlan, KY",43.35,42.55,39.27,37.49
21097,"Harrison, KY",38,41.37,51.4,46.66
21099,"Hart, KY",41.39,44.45,38.9,38.82
21101,"Henderson, KY",38.67,39.9,49.44,42.78
21103,"Henry, KY",38.63,41.5,50.36,46.17
21105,"Hickman, KY",39.96,42.52,46.39,41.36
21107,"Hopkins, KY",38.32,41.49,45.96,46.17
21109,"Jackson, KY",42.14,48.02,40.25,34.47
21111,"Jefferson, KY",34.58,39.51,53.55,49.39
21113,"Jessamine, KY",36.3,34.76,47.29,46.07
21115,"Johnson, KY",43.47,46.98,41.68,39.93
21117,"Kenton, KY",38.38,36.29,54.67,49.37
21119,"Knott, KY",45.04,47.7,39.22,36.23
21121,"Knox, KY",40.21,44.56,37.54,40.31
21123,"Larue, KY",37.15,40.15,46.12,42.74
21125,"Laurel, KY",38.6,41.48,44.76,42.28
21127,"Lawrence, KY",41.9,45.41,44.16,41.95
21129,"Lee, KY",41.58,47.7,40.36,38.56
21131,"Leslie, KY",44.99,44.66,36.57,32.76
21133,"Letcher, KY",44.54,44.31,41.52,37.32
21135,"Lewis, KY",46.11,45.57,38.22,40
21137,"Lincoln, KY",41.7,44.1,43.81,44.16
21139,"Livingston, KY",39.83,39.61,48.22,44.98
21141,"Logan, KY",39.33,40.42,46.06,40.96
21143,"Lyon, KY",39.07,38.73,51.28,48.54
21145,"McCracken, KY",35.96,34.87,54.11,46.94
21147,"McCreary, KY",38.59,42.97,44.52,40.17
21149,"McLean, KY",39.32,41.41,47.04,42.54
21151,"Madison, KY",37.15,37.15,51.52,47.18
21153,"Magoffin, KY",42.95,46.79,37,36.96
21155,"Marion, KY",37.14,37.91,51.23,43.59
21157,"Marshall, KY",37.74,35.63,57.33,50.94
21159,"Martin, KY",43.15,50.44,38.32,34.38
21161,"Mason, KY",39.44,38.46,45.06,43.37
21163,"Meade, KY",38,40,51.29,46.97
21165,"Menifee, KY",41.83,45.3,41.88,38.82
21167,"Mercer, KY",39.41,36.29,50.48,46.07
21169,"Metcalfe, KY",41.1,44.14,41.18,38.75
21171,"Monroe, KY",37.9,42.34,43.31,39.26
21173,"Montgomery, KY",39.45,40.02,50.95,42.37
21175,"Morgan, KY",40.29,45.03,43.44,45.67
21177,"Muhlenberg, KY",39.06,42.25,49.03,39.35
21179,"Nelson, KY",38.63,36.8,48.96,43.94
21181,"Nicholas, KY",40.82,42.45,45.77,41.07
21183,"Ohio, KY",38.78,42.18,46.51,41.41
21185,"Oldham, KY",34.87,32.67,61.18,54.37
21187,"Owen, KY",37.67,39.93,51.23,47.75
21189,"Owsley, KY",46.87,52.99,33.11,31.45
21191,"Pendleton, KY",38.52,40.26,48.63,47.88
21193,"Perry, KY",43.39,44.24,48.98,35.9
21195,"Pike, KY",41.09,43.18,45.99,36.78
21197,"Powell, KY",40.56,43.96,42.96,39.67
21199,"Pulaski, KY",37.77,37.47,47.13,45.44
21201,"Robertson, KY",41.92,43.6,42.33,39.14
21203,"Rockcastle, KY",42.33,45.45,39.11,38.51
21205,"Rowan, KY",38.64,38.65,51.68,44.11
21207,"Russell, KY",38.57,40.98,40.87,42.68
21209,"Scott, KY",37.78,40.34,54.51,50.96
21211,"Shelby, KY",38.21,39.24,51.45,49.29
21213,"Simpson, KY",38.07,37.55,47.46,42.81
21215,"Spencer, KY",38.63,35.61,51.64,44.8
21217,"Taylor, KY",36.52,41.1,45.58,41.55
21219,"Todd, KY",40.18,43.02,44.87,36.91
21221,"Trigg, KY",39.88,39.13,46.91,44.76
21223,"Trimble, KY",38.47,40.44,51.06,47.2
21225,"Union, KY",41.16,41.2,47.15,45.79
21227,"Warren, KY",33.95,36.62,52.34,49.18
21229,"Washington, KY",38.99,36.62,48.78,41.69
21231,"Wayne, KY",39.18,43.39,41.3,38.09
21233,"Webster, KY",41.38,42.38,47.53,41.56
21235,"Whitley, KY",38.12,41.19,43.09,41.87
21237,"Wolfe, KY",44.56,50.86,34.21,34.12
21239,"Woodford, KY",35.52,36.29,53.4,48.96
22001,"Acadia, LA",41.62,38.75,41.32,40.23
22003,"Allen, LA",45.62,44.94,41.74,38.39
22005,"Ascension, LA",39.4,37.72,51.95,47.73
22007,"Assumption, LA",43.14,46.05,43.55,37.75
22009,"Avoyelles, LA",44.38,46.92,43.99,38.69
22011,"Beauregard, LA",41.73,40.07,45.78,44.43
22013,"Bienville, LA",41.36,46.08,48.14,39.51
22015,"Bossier, LA",38.92,37.62,52.35,50.17
22017,"Caddo, LA",37.22,42.58,45.69,38.39
22019,"Calcasieu, LA",41.5,39.66,47.91,42.92
22021,"Caldwell, LA",41.18,40.35,46.63,45.27
22023,"Cameron, LA",42,40.47,48.78,41.33
22025,"Catahoula, LA",44.06,45.42,40.11,37.12
22027,"Claiborne, LA",41.05,47.82,46.41,37.05
22029,"Concordia, LA",44.86,45.44,40.53,37.56
22031,"De Soto, LA",42.47,46.95,46.59,40.49
22033,"East Baton Rouge, LA",37.95,39.41,57.77,45.36
22035,"East Carroll, LA",46.59,58.95,40.07,31.25
22037,"East Feliciana, LA",40.42,42.99,50.29,42.69
22039,"Evangeline, LA",43.55,44.34,42.74,37.55
22041,"Franklin, LA",43.14,47.14,42.59,37.1
22043,"Grant, LA",40.64,41.8,49.48,42.59
22045,"Iberia, LA",39.99,42.34,44.93,41.02
22047,"Iberville, LA",42.14,47.11,40.65,36.82
22049,"Jackson, LA",41.18,41.7,46.92,45.04
22051,"Jefferson, LA",38.17,40.57,51.84,43.12
22053,"Jefferson Davis, LA",44.51,43.02,47.93,39.49
22055,"Lafayette, LA",35.39,35.17,53.13,47.89
22057,"Lafourche, LA",45.37,43.87,46.64,41.51
22059,"La Salle, LA",41.1,40.37,48.66,43.87
22061,"Lincoln, LA",39.65,41.06,58.39,45.54
22063,"Livingston, LA",40.85,39.78,49.12,43.78
22065,"Madison, LA",42.95,53.51,44.98,37.96
22067,"Morehouse, LA",42.62,48.37,42.27,37.12
22069,"Natchitoches, LA",42.76,47.18,50.74,38.27
22071,"Orleans, LA",33.08,43.14,50.37,45.19
22073,"Ouachita, LA",39.61,41.34,46.55,39.66
22075,"Plaquemines, LA",40.82,41.45,49.12,42.83
22077,"Pointe Coupee, LA",41.68,45.42,46.03,42.54
22079,"Rapides, LA",39.75,42.92,46.55,42.03
22081,"Red River, LA",43.49,49.24,43.16,35.35
22083,"Richland, LA",44.32,49.61,45.9,41.12
22085,"Sabine, LA",42.84,45.38,48.67,43.87
22087,"St. Bernard, LA",38.11,39.25,43.33,42.27
22089,"St. Charles, LA",42.37,42.14,51.31,40.84
22091,"St. Helena, LA",40.98,48.37,50.08,39.73
22093,"St. James, LA",41.74,45.28,54.7,39.37
22095,"St. John the Baptist, LA",43.15,47.12,50.25,39.01
22097,"St. Landry, LA",41.87,46.35,45.32,41.12
22099,"St. Martin, LA",40.81,45.17,46.16,39.87
22101,"St. Mary, LA",41.94,47.49,45.67,38.67
22103,"St. Tammany, LA",37.38,34.08,57.75,49.49
22105,"Tangipahoa, LA",40.83,46.23,50.96,39.95
22107,"Tensas, LA",42.03,51.51,42.92,36.74
22109,"Terrebonne, LA",43.76,46.44,48.92,37.37
22111,"Union, LA",40.62,47.86,49.1,39.87
22113,"Vermilion, LA",41.31,39.81,51.25,42.7
22115,"Vernon, LA",40.73,43.2,51.69,43.21
22117,"Washington, LA",42.22,47.93,44.17,36.45
22119,"Webster, LA",42.59,43.42,47.8,39.49
22121,"West Baton Rouge, LA",40.73,41.25,50.71,45.7
22123,"West Carroll, LA",44.22,46.24,44.12,40.95
22125,"West Feliciana, LA",42.39,43.61,41.92,38.37
22127,"Winn, LA",41.78,43.58,42.79,39.38
23001,"Androscoggin, ME",35.07,40.01,56.69,55.12
23003,"Aroostook, ME",38.26,41.19,50.66,54.28
23005,"Cumberland, ME",27.8,28.2,68.76,63.38
23007,"Franklin, ME",34.41,37.61,60.08,58.05
23009,"Hancock, ME",31.5,32.25,62.12,63.39
23011,"Kennebec, ME",33.22,36.18,60.97,55.92
23013,"Knox, ME",31.01,29.99,60.08,62.99
23015,"Lincoln, ME",28.79,30.2,64.36,62.08
23017,"Oxford, ME",34.57,37.55,56.78,56.88
23019,"Penobscot, ME",36.27,39.56,54.29,56.01
23021,"Piscataquis, ME",37.51,39.5,55.72,57.1
23023,"Sagadahoc, ME",30.62,33.79,63,65.73
23025,"Somerset, ME",38.55,42.6,53.13,54.98
23027,"Waldo, ME",33.55,36.36,61.02,58.91
23029,"Washington, ME",37.13,40.26,53.91,51.24
23031,"York, ME",31.95,33.03,63.36,60.38
24001,"Allegany, MD",37.36,39.68,56.43,49.67
24003,"Anne Arundel, MD",35.89,33.81,54.31,52.15
24005,"Baltimore, MD",33.75,36,54.89,50.04
24009,"Calvert, MD",37.42,37.06,58.71,52.79
24011,"Caroline, MD",40.95,43.48,47.25,49.74
24013,"Carroll, MD",36.89,36.02,55.74,54.64
24015,"Cecil, MD",38.94,38.64,53.21,52.24
24017,"Charles, MD",37.94,42.23,55.11,52.87
24019,"Dorchester, MD",40.5,47.07,49.07,47.12
24021,"Frederick, MD",34.18,33.4,54.8,51.04
24023,"Garrett, MD",35.89,41.51,53.97,50.17
24025,"Harford, MD",37.47,35.49,56.4,53.3
24027,"Howard, MD",31.03,28.14,61.29,57.55
24029,"Kent, MD",35.93,37.85,56.24,51.53
24031,"Montgomery, MD",24.81,25.51,60.84,58.71
24033,"Prince Georges, MD",35.95,45.52,56.42,49.13
24035,"Queen Annes, MD",36.7,34.53,53.97,55.35
24037,"St. Marys, MD",36.65,39.01,59.42,52.85
24039,"Somerset, MD",42.65,51.74,44.46,43.55
24041,"Talbot, MD",35.46,34.5,59.72,59.7
24043,"Washington, MD",38.15,39.08,52.88,48.85
24045,"Wicomico, MD",37.37,43.75,56.37,48.18
24047,"Worcester, MD",37.42,41.34,55.74,53.09
24510,"Baltimore City, MD",35.36,46.15,45.21,44.1
25001,"Barnstable, MA",27.85,24,66.34,69.22
25003,"Berkshire, MA",27.89,31.66,58.24,57.91
25005,"Bristol, MA",35.88,36.51,57.48,50.33
25007,"Dukes, MA",29.13,25.31,60.75,66.06
25009,"Essex, MA",33.16,30.6,61.43,55.07
25011,"Franklin, MA",28.14,30.82,63.14,60.67
25013,"Hampden, MA",35.14,38.13,56.4,51.24
25015,"Hampshire, MA",27.96,29.09,61.61,61.97
25017,"Middlesex, MA",30.43,29.91,59.54,55.51
25019,"Nantucket, MA",30.84,26.34,59.82,63.26
25021,"Norfolk, MA",28.06,25.09,61.69,59.06
25023,"Plymouth, MA",32.99,31.35,57.43,57.03
25025,"Suffolk, MA",26.15,32.95,59.39,54.35
25027,"Worcester, MA",32.51,32.59,58.63,53.51
26001,"Alcona, MI",38.23,39.14,58.34,52.04
26003,"Alger, MI",38.06,38.13,56.6,54.86
26005,"Allegan, MI",36.25,39.21,57.19,56.4
26007,"Alpena, MI",36.27,37.57,61.58,52.64
26009,"Antrim, MI",33.22,37.82,60.7,54.32
26011,"Arenac, MI",41.65,42.56,50.18,45.73
26013,"Baraga, MI",39.71,38.71,57.46,51.67
26015,"Barry, MI",38.37,42.85,58.95,56.78
26017,"Bay, MI",42.06,40.38,54.88,46.51
26019,"Benzie, MI",33.56,35.02,60.08,56.19
26021,"Berrien, MI",39.06,40.39,54.56,49.95
26023,"Branch, MI",40.04,41.44,56.62,50.16
26025,"Calhoun, MI",39.77,44.63,60.68,50.56
26027,"Cass, MI",35.98,40.39,51.69,52.28
26029,"Charlevoix, MI",32.78,34.9,66.76,58.77
26031,"Cheboygan, MI",39.16,39.49,58.58,59.7
26033,"Chippewa, MI",39.83,39.66,58.92,55.66
26035,"Clare, MI",40.02,39.56,54.97,51.05
26037,"Clinton, MI",39.06,38.83,61.14,57.08
26039,"Crawford, MI",36.66,40.22,56.7,50.61
26041,"Delta, MI",37.65,38.32,55.99,58.4
26043,"Dickinson, MI",36.19,32.49,61.93,60.09
26045,"Eaton, MI",39.7,40.94,58.12,57.7
26047,"Emmet, MI",33.28,35.14,69.25,62.26
26049,"Genesee, MI",41.1,46.23,54.04,44.49
26051,"Gladwin, MI",41.15,40.75,52.67,50.77
26053,"Gogebic, MI",35.76,34.09,62.73,58.34
26055,"Grand Traverse, MI",31.64,34.65,61.04,57.16
26057,"Gratiot, MI",41.28,45.06,57.83,52.84
26059,"Hillsdale, MI",40.35,39.93,56.09,52.91
26061,"Houghton, MI",34.47,32.67,64.11,56.07
26063,"Huron, MI",39.32,36.79,51.54,52.39
26065,"Ingham, MI",35.12,39.24,60.07,56.71
26067,"Ionia, MI",40.18,44.72,55.88,56.03
26069,"Iosco, MI",39.48,41.24,56.88,50.75
26071,"Iron, MI",36.87,34.68,59.97,56.55
26073,"Isabella, MI",40.52,39.33,60.52,58.51
26075,"Jackson, MI",40.38,41.83,57.58,53.63
26077,"Kalamazoo, MI",34.16,38.39,60.54,56.21
26079,"Kalkaska, MI",35.59,38.85,53.8,51.11
26081,"Kent, MI",35.65,38.06,59.33,56.76
26083,"Keweenaw, MI",35.12,30.27,64.78,56.69
26085,"Lake, MI",40.91,45.62,52.92,48.12
26087,"Lapeer, MI",39.45,39.98,58.23,54.21
26089,"Leelanau, MI",32.25,33.01,64.75,63.29
26091,"Lenawee, MI",38.58,39.51,58.75,54.25
26093,"Livingston, MI",35.34,32.96,62.84,58.9
26095,"Luce, MI",38.46,38.82,56.19,51.94
26097,"Mackinac, MI",37.74,38.05,60.33,54.97
26099,"Macomb, MI",36.04,38.19,58.75,54.4
26101,"Manistee, MI",34.13,37.02,55.14,50.94
26103,"Marquette, MI",36.61,35.52,63.45,62.66
26105,"Mason, MI",37.4,38.01,58.21,54.77
26107,"Mecosta, MI",38.38,38.63,58.2,55.5
26109,"Menominee, MI",39.6,37.4,52.65,54.15
26111,"Midland, MI",39.02,36.22,59.78,55.71
26113,"Missaukee, MI",37.68,40.6,53.92,51.06
26115,"Monroe, MI",41.83,41.45,56.8,56.63
26117,"Montcalm, MI",39.53,40.91,56.74,54.26
26119,"Montmorency, MI",38.34,39.94,56.91,50.96
26121,"Muskegon, MI",37.3,43.61,55.33,52.13
26123,"Newaygo, MI",39.93,41.18,57.53,52.41
26125,"Oakland, MI",31.71,32.87,59.39,57.78
26127,"Oceana, MI",40.24,42.55,56.45,53.58
26129,"Ogemaw, MI",38.97,40.51,52.9,50.57
26131,"Ontonagon, MI",34.67,32.7,61.07,56.98
26133,"Osceola, MI",40.06,39.4,54.98,51.99
26135,"Oscoda, MI",39.67,41.78,54.17,48.81
26137,"Otsego, MI",34.58,35.5,60.08,56.64
26139,"Ottawa, MI",33.58,34,60.58,58.44
26141,"Presque Isle, MI",39.67,39.2,59.46,52.39
26143,"Roscommon, MI",38,40.98,53.77,49.26
26145,"Saginaw, MI",42.18,47.52,60.73,46.37
26147,"St. Clair, MI",37.88,38.67,56.88,57.53
26149,"St. Joseph, MI",35.76,43.15,52.86,48.83
26151,"Sanilac, MI",40.19,39.26,56.55,53.98
26153,"Schoolcraft, MI",37.3,38.26,57.89,54.52
26155,"Shiawassee, MI",38.85,43.32,58.6,52.25
26157,"Tuscola, MI",42.41,39.31,51.55,49.11
26159,"Van Buren, MI",36.3,40.18,55.98,50.56
26161,"Washtenaw, MI",27.02,29.57,61.1,63.55
26163,"Wayne, MI",38.09,44.49,54.59,49
26165,"Wexford, MI",35.12,39.54,55.82,50.64
27001,"Aitkin, MN",36.59,35.48,62.14,53.22
27003,"Anoka, MN",37.48,35.82,57.7,56.68
27005,"Becker, MN",35.46,35.6,59.07,51.11
27007,"Beltrami, MN",35.07,37.34,58.11,52.76
27009,"Benton, MN",34.48,37.47,55.98,54.9
27011,"Big Stone, MN",35.61,35.48,56.91,55.43
27013,"Blue Earth, MN",33.23,34.7,56.82,55.77
27015,"Brown, MN",38.12,34.54,60.01,54.23
27017,"Carlton, MN",36.52,35.31,59.69,54.41
27019,"Carver, MN",35.94,31.24,60.24,59.56
27021,"Cass, MN",37.45,35.07,61.35,55.08
27023,"Chippewa, MN",37.17,36.99,56.25,52.54
27025,"Chisago, MN",36.62,32.96,56.92,57.48
27027,"Clay, MN",39.22,36.49,55.91,55.49
27029,"Clearwater, MN",37.34,38.36,53.93,49.56
27031,"Cook, MN",34.13,34.04,60.51,58.57
27033,"Cottonwood, MN",36.81,34.57,54.85,53.51
27035,"Crow Wing, MN",34.44,33.25,58.32,57.61
27037,"Dakota, MN",34.71,31.47,64.46,56.42
27039,"Dodge, MN",40.11,39.63,56.89,53.07
27041,"Douglas, MN",35.23,31.37,59.65,55.39
27043,"Faribault, MN",36.69,36.24,55.28,53.64
27045,"Fillmore, MN",38.38,35.3,59.05,53.08
27047,"Freeborn, MN",39.66,35.69,56.83,48.4
27049,"Goodhue, MN",38.55,35.29,54.11,53.99
27051,"Grant, MN",36.8,34.7,57.16,54.44
27053,"Hennepin, MN",28.43,30.4,62.52,60.03
27055,"Houston, MN",35.61,32.71,59.03,54.82
27057,"Hubbard, MN",35.26,35.97,60.06,53.59
27059,"Isanti, MN",36.14,34.75,62.02,51.6
27061,"Itasca, MN",35.12,33.22,62.62,56.51
27063,"Jackson, MN",35.97,34.86,56.92,55.76
27065,"Kanabec, MN",36.52,37.15,56.94,51.73
27067,"Kandiyohi, MN",35.6,35.78,59.2,55.35
27069,"Kittson, MN",36.38,34.36,57.21,54.49
27071,"Koochiching, MN",36.47,35.52,59.18,53.78
27073,"Lac qui Parle, MN",34.42,33.43,56.75,55.19
27075,"Lake, MN",35.2,34.28,60.57,57.52
27077,"Lake of the Woods, MN",37.42,35.45,57.12,54
27079,"Le Sueur, MN",36.82,37.74,59.03,54.55
27081,"Lincoln, MN",35.4,34.39,56.29,55.07
27083,"Lyon, MN",35.65,34.3,60.15,56.26
27085,"McLeod, MN",39.13,35.66,57.31,55.85
27087,"Mahnomen, MN",39.13,44.09,52.19,49.15
27089,"Marshall, MN",39.11,36.82,55.15,52.61
27091,"Martin, MN",34.76,35.83,53.86,52.52
27093,"Meeker, MN",39.59,36.16,57.57,53.86
27095,"Mille Lacs, MN",34.54,37.88,58.32,52.52
27097,"Morrison, MN",36.01,36.93,55.08,52.82
27099,"Mower, MN",38.79,38.59,56.74,50.88
27101,"Murray, MN",35.72,33.52,57.45,56.08
27103,"Nicollet, MN",34.93,36.38,63.09,55.18
27105,"Nobles, MN",35.79,35.14,50.58,51.01
27107,"Norman, MN",37.44,35.39,55.16,53.14
27109,"Olmsted, MN",27.04,31.03,58.51,53.13
27111,"Otter Tail, MN",36.95,34.11,57.11,53.65
27113,"Pennington, MN",37.33,34.93,54.82,52.81
27115,"Pine, MN",37.67,37.83,57.05,51.68
27117,"Pipestone, MN",37.44,36.51,51.66,50.16
27119,"Polk, MN",38.11,35.34,53.18,54.14
27121,"Pope, MN",35.75,33.58,58.6,56.52
27123,"Ramsey, MN",28.68,33.31,60.4,58.03
27125,"Red Lake, MN",38.27,34.35,54.1,53.72
27127,"Redwood, MN",37.41,35.73,57.24,55.62
27129,"Renville, MN",37.74,38.18,57.91,52.43
27131,"Rice, MN",36.75,34.78,55.03,55.94
27133,"Rock, MN",36.66,34.58,55.37,53.32
27135,"Roseau, MN",37.48,35.87,55.1,53.16
27137,"St. Louis, MN",33.35,34.98,63.86,58.57
27139,"Scott, MN",34.99,31.61,57.73,56.73
27141,"Sherburne, MN",36.04,36.44,57.71,53.51
27143,"Sibley, MN",38.05,39.27,55.11,50.92
27145,"Stearns, MN",35.77,32.98,53.7,55.92
27147,"Steele, MN",36.41,35.19,56.81,53.42
27149,"Stevens, MN",35.07,34.06,59.83,56.81
27151,"Swift, MN",36.97,36.31,55.89,53.37
27153,"Todd, MN",37.8,37.12,53.92,51.54
27155,"Traverse, MN",37.53,36.96,55.94,55.29
27157,"Wabasha, MN",39.68,36.19,53.92,55.77
27159,"Wadena, MN",37.2,37.03,55.47,51.32
27161,"Waseca, MN",38.69,36.16,58.54,55.12
27163,"Washington, MN",32.66,30.05,62.92,57.76
27165,"Watonwan, MN",38.26,38.15,53.4,50.54
27167,"Wilkin, MN",39.21,36.03,55.61,53.02
27169,"Winona, MN",39.33,37.72,62.46,56.87
27171,"Wright, MN",36.36,34.36,56.46,61.19
27173,"Yellow Medicine, MN",35.24,34.58,57.56,55.08
28001,"Adams, MS",39.74,48.6,47.36,38.88
28003,"Alcorn, MS",35.92,38.79,42.77,38.62
28005,"Amite, MS",42.51,48.58,47.74,40.39
28007,"Attala, MS",40.71,50.05,47.34,34.1
28009,"Benton, MS",42.14,50.22,43.68,35.88
28011,"Bolivar, MS",39.99,49.98,47.51,37.15
28013,"Calhoun, MS",42.4,44.09,40.58,36.01
28015,"Carroll, MS",37.66,43.36,48.3,41.98
28017,"Chickasaw, MS",42.61,43.3,43.54,36.21
28019,"Choctaw, MS",37.56,44.09,48.15,40.33
28021,"Claiborne, MS",37.46,55.59,48.59,39.2
28023,"Clarke, MS",39.4,44.97,40.67,39.38
28025,"Clay, MS",38.75,46.09,49.43,40.51
28027,"Coahoma, MS",41.6,55.73,46.89,32.56
28029,"Copiah, MS",39.23,49.14,44,38
28031,"Covington, MS",41.4,47.57,45.69,33.74
28033,"DeSoto, MS",38.01,39.37,49.69,45.28
28035,"Forrest, MS",38.35,42.06,47.38,39.57
28037,"Franklin, MS",42.8,48.17,45.68,40.52
28039,"George, MS",42.16,41.44,49.32,43.36
28041,"Greene, MS",44.65,47.94,47.07,37.75
28043,"Grenada, MS",39.01,46.19,46.27,39.46
28045,"Hancock, MS",41.69,38.89,53.71,42.76
28047,"Harrison, MS",39.75,41.21,44.36,43.69
28049,"Hinds, MS",35.19,47.72,47.14,38.44
28051,"Holmes, MS",41.38,57.64,42.47,31.95
28053,"Humphreys, MS",44.17,59.08,37.86,30.94
28055,"Issaquena, MS",46.7,59.26,34.59,28.38
28057,"Itawamba, MS",39.01,39.23,41.26,38.37
28059,"Jackson, MS",38.46,42.08,47.23,44.26
28061,"Jasper, MS",42.54,50.79,44.44,35.47
28063,"Jefferson, MS",41.5,57.68,41.98,34.76
28065,"Jefferson Davis, MS",39.83,50.83,43.59,33.49
28067,"Jones, MS",42.33,44.91,44.46,37.88
28069,"Kemper, MS",40.59,51.41,42.72,34.75
28071,"Lafayette, MS",37.32,39.08,50.4,43.6
28073,"Lamar, MS",37.11,39.91,55.2,41.69
28075,"Lauderdale, MS",37.08,45.29,48.83,37.75
28077,"Lawrence, MS",37.67,44.5,48.06,41.43
28079,"Leake, MS",39.09,46.85,43.98,32.79
28081,"Lee, MS",37.61,36.29,52.84,38.65
28083,"Leflore, MS",42.26,54.23,41.33,33.07
28085,"Lincoln, MS",39.97,47.92,48.21,43.91
28087,"Lowndes, MS",38.59,43.76,47.62,42.03
28089,"Madison, MS",33.31,37.14,57.68,44.18
28091,"Marion, MS",39.72,48.6,47.15,38.3
28093,"Marshall, MS",42.01,53.09,39.11,32.99
28095,"Monroe, MS",39.52,41.71,45.39,38.96
28097,"Montgomery, MS",39.71,48.3,44.95,34.85
28099,"Neshoba, MS",39.46,44.57,44.39,37.1
28101,"Newton, MS",36.61,46.2,45.55,41.15
28103,"Noxubee, MS",42.91,56.31,39.34,29.02
28105,"Oktibbeha, MS",34.21,41.64,56.34,46.99
28107,"Panola, MS",39.61,46.81,42.34,35.09
28109,"Pearl River, MS",40.76,39.81,47.93,43.69
28111,"Perry, MS",43.12,43.36,48.69,39.73
28113,"Pike, MS",39.89,49.65,50.33,38.38
28115,"Pontotoc, MS",40.08,41.33,47.68,37.75
28117,"Prentiss, MS",37.48,43.28,48.69,36.68
28119,"Quitman, MS",43.48,58.05,39.07,29.1
28121,"Rankin, MS",38.36,36.4,54.06,44.26
28123,"Scott, MS",44.71,48.26,40.67,31.96
28125,"Sharkey, MS",42.24,55.06,43.21,36.32
28127,"Simpson, MS",39.79,44.91,44.33,36.11
28129,"Smith, MS",40.93,46.39,44.53,38.25
28131,"Stone, MS",42.2,41.29,50.34,42.45
28133,"Sunflower, MS",43.98,56.38,40.43,31.72
28135,"Tallahatchie, MS",42.57,55.2,39.69,30.67
28137,"Tate, MS",39.35,42.76,46.29,41.06
28139,"Tippah, MS",40.88,42.8,42.06,37.35
28141,"Tishomingo, MS",36.75,35.19,48.07,42.36
28143,"Tunica, MS",42.25,56.59,43.79,30.75
28145,"Union, MS",40.07,41.92,43.88,39.62
28147,"Walthall, MS",41.44,51.74,45.65,37.39
28149,"Warren, MS",38.24,47.75,47.02,40.09
28151,"Washington, MS",41.1,52.15,39.02,33.61
28153,"Wayne, MS",43.11,47.63,46.2,34.43
28155,"Webster, MS",38.59,40.62,47.71,40.98
28157,"Wilkinson, MS",43.59,52.15,42.93,35.88
28159,"Winston, MS",37.56,45.03,44.43,39.36
28161,"Yalobusha, MS",41.28,44.21,45.95,40.47
28163,"Yazoo, MS",40.89,53.37,45.15,34.7
